Description,Days,Price,AvailableOn,Rating,Comment
,280,13431,Flipkart,5,Good product and nice installation serviceREAD MORE
,281,13450,Flipkart,4,As for price I really liked the product.READ MORE
,282,14940,Flipkart,5,Thank you Flipkart for this amazing dining table.Loved it.READ MORE
,283,15817,Amazon,5,Good one ..Quality is goodREAD MORE
,284,14741,Amazon,5,Perfectly sturdy and compactREAD MORE
,285,15524,Amazon,5,Such a lovely versatile product loved it .. good buyREAD MORE
,286,14883,Flipkart,5,Very nice 👍READ MORE
,287,13441,Flipkart,5,It's just wow same as itis in the  pictureREAD MORE
,288,14259,Amazon,5,Very good productREAD MORE
,289,15985,Amazon,5,Rare combination of Strong and BeautifulREAD MORE
,290,15532,Flipkart,5,Wonderful productREAD MORE
,291,14248,Amazon,5,Good Quality product ! Better than expected !!!READ MORE
,292,15227,Amazon,5,Best product at this priceREAD MORE
,293,16414,Amazon,1,Waste productREAD MORE
,294,16088,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,295,14928,Flipkart,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,296,13267,Amazon,1,Material is good... but fitting is very very badREAD MORE
,297,16223,Flipkart,3,niceREAD MORE
,298,15152,Flipkart,4,Over all bult quality is goodREAD MORE
,299,15958,Amazon,4,Good enough but Chinese products I hateREAD MORE
,300,13219,Flipkart,5,Good productREAD MORE
,301,15100,Flipkart,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,302,13406,Flipkart,1,Bad product receivedREAD MORE
,303,14820,Amazon,1,Waste productREAD MORE
,304,15309,Flipkart,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,305,13209,Amazon,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,306,13985,Amazon,1,Material is good... but fitting is very very badREAD MORE
,307,15280,Flipkart,3,niceREAD MORE
,308,16157,Amazon,4,Over all bult quality is goodREAD MORE
,309,14690,Amazon,4,Good enough but Chinese products I hateREAD MORE
,310,15556,Flipkart,5,Good productREAD MORE
,311,16367,Amazon,5,This one is a great space saver.The installation person is also very professional and goodREAD MORE
,312,13949,Flipkart,1,Bad product receivedREAD MORE
,313,15201,Amazon,5,Very nice productREAD MORE
,314,14746,Flipkart,4,Bought it a year back. Really good quality stuff.READ MORE
,315,15552,Amazon,5,Just in one word ... excellentREAD MORE
,316,16329,Amazon,5,Very nice superREAD MORE
,317,13113,Flipkart,5,Nice product value for moneyREAD MORE
,318,14679,Amazon,5,So beautiful and classy...😍😍😍I really like it.. thanks FlipkartREAD MORE
,319,13880,Flipkart,5,OkREAD MORE
,320,15477,Amazon,5,Table rubber stoppers were missing in the packREAD MORE
,321,16482,Amazon,5,Just go for itREAD MORE
,322,13550,Amazon,5,Unique and very spacious. I really liked the chairs and they are very strong and steady.READ MORE
,323,14488,Amazon,5,High quality product... 👌👌READ MORE
,324,13708,Flipkart,5,The actual size of the table is 40 inches.. it is looking very classy and compact. Highly recommendedREAD MORE
,325,13131,Flipkart,5,Very nice product.. looking so beautiful..quite sturdy. Install people also so fast and so professional..READ MORE
,326,15940,Amazon,5,Worth ... Nice product.. Worth buyingREAD MORE
,327,14548,Amazon,5,SuperbREAD MORE
,328,13375,Flipkart,4,More comfortable than occupy less area WorthREAD MORE
,329,13094,Flipkart,5,Very very goodREAD MORE
,330,14314,Flipkart,5,"Timely delivery and smooth installation.Go for this guy's , very good product. Exactly same as shown in pics.READ MORE"
,331,14693,Amazon,5,Good productREAD MORE
,332,15321,Flipkart,5,Mindblowing...... awesome...... I am so loving it.....READ MORE
,333,15128,Amazon,5,Wonderful product ....same as shown in the pictureREAD MORE
,334,13993,Flipkart,5,Suitable for compact spacesREAD MORE
,335,14946,Amazon,4,Go for it ..awesomeREAD MORE
,336,13743,Amazon,4,Excellent ProductREAD MORE
,337,16328,Amazon,5,"Beautiful products, similar with photo, service also good. Engineer also experienced. Delivery & installation was very smoothly conducted. Very happy.READ MORE"
,338,14247,Flipkart,5,"Good quality, very niceREAD MORE"
,339,14011,Amazon,5,Comfortable for children and occupies less space.READ MORE
,340,15796,Amazon,5,Love this dining setREAD MORE
,341,13204,Amazon,4,Nice tableREAD MORE
,342,13098,Amazon,4,Good Product uses less space adjust within the area of glass topREAD MORE
,343,15112,Flipkart,5,BeautifulREAD MORE
,344,13508,Amazon,1,Worst product don't buy...I received the broken glass and after so much fight with the installation guy they finally replaced the product but that was also defective...the chair was not installed properly. When a person sit on it it used to get bend...I suggest not buy this productREAD MORE
,345,13148,Amazon,4,Overall good product but foam of the chair is very light. Will not work longer…READ MORE
,346,13865,Amazon,5,Good product and nice installation serviceREAD MORE
,347,15252,Flipkart,4,As for price I really liked the product.READ MORE
,348,13671,Amazon,5,Thank you Flipkart for this amazing dining table.Loved it.READ MORE
,349,15986,Flipkart,5,Good one ..Quality is goodREAD MORE
,350,13505,Amazon,5,Perfectly sturdy and compactREAD MORE
,351,13906,Flipkart,5,Such a lovely versatile product loved it .. good buyREAD MORE
,352,16159,Flipkart,5,Very nice 👍READ MORE
,353,16185,Amazon,5,It's just wow same as itis in the  pictureREAD MORE
,354,14873,Flipkart,5,Very good productREAD MORE
,355,15227,Flipkart,5,Rare combination of Strong and BeautifulREAD MORE
,356,13831,Flipkart,5,Wonderful productREAD MORE
,357,16391,Amazon,5,Good Quality product ! Better than expected !!!READ MORE
,358,13614,Amazon,5,Best product at this priceREAD MORE
,359,14296,Flipkart,1,Waste productREAD MORE
,360,13088,Amazon,5,Space saving product. It is good products if you want to use 5 to 7 yearsREAD MORE
,361,14205,Amazon,5,Awesome purchase. Loved it. Thnks to flipkart. Looking grt. 😍😍READ MORE
,362,15576,Amazon,1,Material is good... but fitting is very very badREAD MORE
,363,14396,Flipkart,3,niceREAD MORE
,364,16383,Amazon,4,Over all bult quality is goodREAD MORE
,365,14030,Flipkart,1,Material is good... but fitting is very very badREAD MORE
