Description,Days,Price,AvailableOn,Rating,Comment
,257,49631,Flipkart,1,Heating Issue 😑 And All Good 🙂
,258,50819,Amazon,1,Bad
,259,49781,Amazon,1,Worst laptop
,260,49807,Flipkart,1,Worst product
,261,54722,Amazon,1,Don't buy this laptop. After using 10-15 days mousepad stopped working.
,262,50322,Flipkart,5,For this price this laptop is very good. Most high end gamee can run at 60 fps in mid to low quality settings and can run almost 90% of games around 60fps. Also can be used for low level 3d modelling and rendering
,263,48339,Flipkart,5,Gooooooood
,264,50966,Flipkart,3,All is good but battery is very bad but price is good for profomas.
,265,48594,Flipkart,1,"Difficult to work,poor battery no service"
,266,54596,Amazon,5,Best Performance laptop in this range
,267,50194,Flipkart,5,Everything is awesome
,268,48699,Flipkart,5,Amazing mind-blowing
,269,53391,Flipkart,5,Got windows 11 update
,270,48034,Flipkart,4,Nice product
,271,53950,Flipkart,5,Really nice 😊😊
,272,48082,Flipkart,4,"I am casual user of the laptop and no a gamer, so it is good till date. have not find any major issue. Everything is good and running as per expectation."
,273,51245,Amazon,4,Product is good but battery backup and camara is poor.
,274,50324,Flipkart,5,JUST SUPERB IN SUCH A LOW PRICE RANGE JUST GO FOR IT .
,275,49172,Amazon,5,ProsBeast PerformanceGood build qualityProfessional DesignConsVery Low sound (if you use external speaker or headphones then no issues)Screen bleeding(medium)(which is I think common to every LCD screen display)Battery Backup is less than 3 hours without using heavy applications. (With heavy applications less than 1 hour)Overall it's the best laptop under 50k for performance 😊
,276,53199,Flipkart,5,NICE
,277,48627,Amazon,5,It's good laptop for me because coding and running a software aswell as mechanical softwares it awesome laptop for me thanks to Acer laptop and filpkart
,278,54675,Amazon,5,Best laptop under this price.
,279,48646,Flipkart,4,I can't add product image because it's say image upload failedBy the way lapy is osmSo much bugs in itAnd less digital security
,280,48904,Flipkart,3,Look n feel of qaulity is not bad it's impressive.Ppl saying build quality issue not at as usual like every mid range laptop.Bit look is on professional side rather than gaming one that's good touch.Speed is quite good but they could haven't to provide extra storage slot.Updation review after 10month usage It's too irritating while using keyboardNumbkey sudden stop working even main keyboard also not responding while typing some alphabets it's happens anytime while doing important work
,281,52440,Flipkart,4,"This is a great laptop, and the performance is so fast and good. Heavy applications also work very well. And there is a classy laptop in this price range . I am very happy with this laptop. Thank you Flipkart"
,282,50959,Amazon,5,Good Quality Laptop
,283,54812,Flipkart,5,Greatly Designed.!!!
,284,51511,Flipkart,5,SuperbValue for money
,285,49477,Flipkart,4,Awesome productBut the body is plastic easily scratch ableBetter apply a sticker 😉
,286,52907,Flipkart,4,Simple designGood performanceAffordable priceI like this laptop
,287,53205,Amazon,4,Not bad considering the price i got mine under 50k definitely bang for bucks if ya r switching from potato pc then ya will love it😆
,288,54877,Amazon,4,Laptop is in good condition but not worthable for money
,289,53177,Amazon,4,Good
,290,52225,Flipkart,4,Good and value for money
,291,52708,Flipkart,5,"Very good product and heating is very less, picture quality is very good but only MS office is missing"
,292,53032,Amazon,5,Nice 😊
,293,52899,Amazon,5,Go for it.if you are searching for a budget friendly laptop under 60k then just go for it.performance is really good.Only thing u don't like is its speaker.otherwise everything is good.must buy!
,294,53865,Flipkart,4,"I got it today and performance wise this is the best laptop. However l, sound quality is very poor . So, for that I've to purchase speakers"
,295,54764,Amazon,5,excellent performance in gaming
,296,52381,Amazon,5,Best product under 60k
,297,48258,Flipkart,2,My suggestion is to go for another laptop. Battery performance is worst. It's been 1 month I am using this laptop sound quality is very poor For every one my request is to go for good laptop not this
,298,49811,Amazon,1,Build quality is poor but looks good . Battery will charge 0-100% In one and a half hours. Battery backup in better  performance mode is 3hours with high brightness . Sound quality is not good . Sometimes it's makes loud noise . Hinges are very disappointed . Little bit heats . My rating out of 10Display  8Sound 5Heat 7Speaker 5Keyboard 8Trackpad 6Hinges 5Battery 6Performance 8
,299,51651,Flipkart,1,I am writing this after using 10 days please do not go for this product bcz battery back up very very poor and performance issue very very poor quality of the product do not buy this product on Flip kart
,300,54564,Flipkart,4,"I got it at Rs-44170 in flipkart big big billion days 2021 with 6 months emi(icici credit card) I think during sale it it the best laptop upto 50k budget.If you want to spend  55k+ amount, then go for Asus tuff gaming f15 (ms office included)"
,301,49241,Amazon,1,Hanging problem
,302,48535,Flipkart,1,I bought it  last 4 months before but now battery not working very bad.
,303,48246,Flipkart,5,"I have received this product yesterday, i damn good with its performance, i tried playing Gta5, it plays vera smooth and good.Performance-5/5Ram, Graphics,SSD -5/5Battery-3.5/5Display-3/5Built quality-2.5/5 Again i will write the review after one month"
,304,52415,Amazon,5,Its Amazing laptop for who used always plugin.Battery capacity is tooo tooo lowww.Otherwise its very excellent laptop.Keyboard back light ok.
,305,50091,Flipkart,5,BEST LAPTOP FOR THIS PRICE RANGE AWSOME BUILD QUALITY BUT SPEAKERS ARE LESS LOUD THATS NOT A BIG ISSUE TEMP RARELY GOES 90. MY LAPTOP TEMP LIE UNDER 80 DURING GAMING AND EDITING AND I AM NOT USING IN THE PRESENCE OF AC
,306,50860,Amazon,5,Great product
,307,50497,Amazon,1,Fan makes sound even while browsing
,308,51965,Flipkart,1,Screen was blur and Sandy
,309,51082,Amazon,3,"This is gaming laptop but the big con is battery backup 1.30 mins, and full charge time 2 hours👏👏 waste of money"
,310,53206,Amazon,2,Good but Not too good its budget free laptopDisplay problems
,311,51154,Amazon,5,Best laptop for beginners who wish to study and very basic level gaming and editing 
,312,48183,Amazon,5,"Everything is superb, Only two things in the specification are wrong antiglare screen & 9 hour Battery life. Otherwise its a beast in this price section. You can also go for its lower version ""ryzen"". Everything is same other than the processor. Due to its classic look, you can use it as an office laptop, no one will judge you."
,313,53492,Amazon,2,Very bad build quality and fan makes a lot of noise . Definitely not for gamingIf you are a gamer and gonna play games for more than 3-4 hours than the laptop will heat alot and that will create issues in your mother board. And new mother board costs around 15000 so spend a little more and get better quality product.
,314,52199,Amazon,5,Awesome !!!Value for money
,315,52046,Flipkart,5,Excellent product 😍
,316,49129,Flipkart,5,Good Product
,317,51156,Flipkart,1,Battery performance is very low
,318,54299,Amazon,5,"It can play all triple A titles with ease at 40 - 60 fps in Low to Medium settings.I subscribed to Xbox games and this laptop was able to handle all the games from the store I tried.Games I played: Just Cause 4, RDR2, Forza 5, God of War, GTA 5, Pubg, etc"
,319,50407,Flipkart,5,Never buy this
,320,53375,Flipkart,1,After the 10 day the product display turn off. worst productDon't buy
,321,51117,Amazon,4,Good product for bigner
,322,50551,Amazon,4,Too Good Product .only faced Problem with Delivery .It Took total 10 days .Soo Annoying .Rest of Laptop Is Great In Terms Of Performance 
,323,48469,Amazon,3,I am very disappointed because Acer can't give Laptop bags
,324,52942,Flipkart,4,Best gaming laptop under budget 😃
,325,54884,Flipkart,3,I use 2 days after its not working and no solution provided   its hanging problem  Dont purchase this 
,326,51691,Amazon,5,Super awesome
,327,51690,Flipkart,5,"Used for around 3 months now and so far so good at this price range, battery might be a problem for users who dont have regular electricity otherwise its really amazing."
,328,49656,Amazon,1,"Worst product  don't buy, facing hardware problem after 1st Update.Screen getting blank after typing login password only cursor is showing with black screen.Save you money, go for other brandI've 2 Acer laptops both are getting problem within 6 months."
,329,49898,Amazon,5,Sound quality is very bad . Camera is also 👎
,330,53679,Amazon,1,The most baakwas product ever used . Terrible product The worst laptop I have ever purchased  Don't buy it Waste of money
,331,51610,Amazon,4,Why I can't here sounds while in normal day sound like fan
,332,51629,Amazon,1,I dont at all recommand buying laptop from this user. I specially bought this laptop to get windows 10 not 11. Windows is a newer version with full of bugs.
,333,54737,Flipkart,1,VERA VERY BAD BADBAD
,334,51356,Amazon,1,I purchase the laptop window is crash laptop screen is  very worst flikring and blinking issue plz don't buy it .
,335,53465,Flipkart,1,Very worst product not happy
,336,51663,Flipkart,4,All OK and good Only battery have to improve
,337,54590,Flipkart,1,Web Camera protection glass not present
,338,49164,Flipkart,1,Totally disappointing
,339,54197,Flipkart,1,Heating Issue 😑 And All Good 🙂
,340,52646,Amazon,1,Bad
,341,53441,Flipkart,1,Worst laptop
,342,48914,Flipkart,1,Worst product
,343,49597,Amazon,1,Don't buy this laptop. After using 10-15 days mousepad stopped working.
,344,51504,Amazon,5,For this price this laptop is very good. Most high end gamee can run at 60 fps in mid to low quality settings and can run almost 90% of games around 60fps. Also can be used for low level 3d modelling and rendering
,345,49311,Flipkart,5,Best laptop under this price.
,346,50318,Amazon,4,I can't add product image because it's say image upload failedBy the way lapy is osmSo much bugs in itAnd less digital security
,347,54797,Amazon,3,Look n feel of qaulity is not bad it's impressive.Ppl saying build quality issue not at as usual like every mid range laptop.Bit look is on professional side rather than gaming one that's good touch.Speed is quite good but they could haven't to provide extra storage slot.Updation review after 10month usage It's too irritating while using keyboardNumbkey sudden stop working even main keyboard also not responding while typing some alphabets it's happens anytime while doing important work
,348,54997,Amazon,4,"This is a great laptop, and the performance is so fast and good. Heavy applications also work very well. And there is a classy laptop in this price range . I am very happy with this laptop. Thank you Flipkart"
,349,48761,Flipkart,5,Good Quality Laptop
,350,54442,Amazon,5,Greatly Designed.!!!
,351,54274,Amazon,5,SuperbValue for money
,352,54569,Flipkart,4,Awesome productBut the body is plastic easily scratch ableBetter apply a sticker 😉
,353,51703,Amazon,4,Simple designGood performanceAffordable priceI like this laptop
,354,53411,Amazon,4,Not bad considering the price i got mine under 50k definitely bang for bucks if ya r switching from potato pc then ya will love it😆
,355,50056,Flipkart,4,Laptop is in good condition but not worthable for money
,356,49653,Amazon,4,Good
,357,48367,Amazon,4,Good and value for money
,358,49610,Flipkart,5,"Very good product and heating is very less, picture quality is very good but only MS office is missing"
,359,53638,Amazon,5,Nice 😊
,360,49156,Amazon,5,Go for it.if you are searching for a budget friendly laptop under 60k then just go for it.performance is really good.Only thing u don't like is its speaker.otherwise everything is good.must buy!
,361,50056,Flipkart,4,"I got it today and performance wise this is the best laptop. However l, sound quality is very poor . So, for that I've to purchase speakers"
,362,50187,Flipkart,5,excellent performance in gaming
,363,53544,Flipkart,5,Go for it.if you are searching for a budget friendly laptop under 60k then just go for it.performance is really good.Only thing u don't like is its speaker.otherwise everything is good.must buy!
,364,52475,Amazon,4,"I got it today and performance wise this is the best laptop. However l, sound quality is very poor . So, for that I've to purchase speakers"
,365,52020,Amazon,1,I dont at all recommand buying laptop from this user. I specially bought this laptop to get windows 10 not 11. Windows is a newer version with full of bugs.
